,author,word_count,sentence_count,type_token_ratio,vocab_size,stopword_ratio,hapax_legomena_ratio,hapax_dislegomena_ratio,average_num_syllables,std_num_syllables,average_sent_len,std_sent_len,average_syllables_vocabulary,average_word_len,std_word_len,flesch_reading_ease,dale_chall_reading_ease,gunning_fog_index,noun_count,verb_count,adj_count,adv_count,pron_count,det_count,adp_count,intj_count,num_count,part_count,propn_count,sym_count,x_count,period_count,exclam_count,quest_count,simple_count,compound_count,complex_count,compound_complex_count
191,1151815,1000,320,0.464,464,0.454,0.324,0.069,1.34,0.6681317235396027,46.7,35.62816652593843,1.5452586206896552,4.317,2.087704720500483,90.299125,19.5815,3.53,147,160,73,74,125,93,134,10,3,35,80,0,0,366,2,28,220,31,52,17
192,1151815,1000,270,0.481,481,0.473,0.341,0.066,1.427,0.7061664109825672,55.62222222222222,43.55471087616325,1.6403326403326404,4.482,2.2382305511273857,82.35154074074075,19.610203703703704,4.961481481481481,202,134,69,63,96,126,148,2,4,23,47,0,1,300,2,21,163,47,43,17
193,1151815,1000,321,0.49,490,0.44,0.354,0.059,1.37,0.6565820588471787,44.10280373831776,33.84017812734521,1.573469387755102,4.307,2.137931476918753,87.77100623052961,19.581017133956387,3.726105919003116,199,118,80,62,65,133,138,9,14,25,96,0,0,404,9,25,236,28,46,11
194,1151815,1000,263,0.533,533,0.442,0.398,0.069,1.455,0.7483147733407379,56.136882129277566,44.77561599796829,1.6941838649155723,4.636,2.330129610129016,79.8826844106464,19.615093155893536,4.600912547528518,216,127,64,54,73,118,134,1,3,31,105,0,0,287,3,22,168,31,40,24
195,1151815,1000,253,0.551,551,0.427,0.431,0.062,1.382,0.6558017993265953,54.88142292490119,35.471997678720584,1.5843920145190562,4.438,2.2077490799454544,85.90594229249015,19.62254743083004,4.26102766798419,233,120,89,51,71,129,142,2,5,23,66,0,0,256,4,14,147,39,44,23
196,1151815,1000,279,0.505,505,0.445,0.362,0.065,1.408,0.7081920643441297,50.40860215053763,47.113354473340195,1.6475247524752474,4.458,2.2548250486456816,84.0802071684588,19.604277777777778,4.553691756272402,173,144,68,68,120,97,148,10,1,35,85,0,1,283,0,25,181,31,46,21
197,1151815,1000,229,0.478,478,0.465,0.347,0.065,1.422,0.6869614254090255,58.61135371179039,36.23301652931691,1.598326359832636,4.514,2.14331612227408,82.10148558951967,19.643093886462886,5.026724890829695,186,152,67,56,99,123,145,3,2,31,64,0,2,247,7,21,133,36,45,15
198,1151815,1000,210,0.548,548,0.44,0.428,0.064,1.492,0.8484904242241039,65.5,59.408052203945104,1.7864963503649636,4.706,2.6891567451526512,75.77846666666667,19.662690476190477,5.544761904761905,230,120,110,55,70,130,127,1,11,17,40,1,1,220,2,7,126,36,29,19
199,1151815,1000,267,0.521,521,0.474,0.408,0.055,1.378,0.6907358395218827,45.98876404494382,33.97614090662552,1.6065259117082533,4.464,2.2598017612171204,86.45470187265919,19.612267790262173,4.258127340823971,191,161,65,72,109,121,144,5,5,27,39,3,0,266,3,27,167,39,47,14
200,1234212,1000,256,0.384,384,0.563,0.225,0.066,1.304,0.6508333119931708,78.8671875,52.23891495657087,1.5572916666666667,3.95,2.185291742536909,92.55175625000001,19.62025,3.9625000000000004,158,135,66,105,127,88,114,7,3,28,10,0,1,274,10,9,73,33,71,79
201,1234212,1000,75,0.386,386,0.592,0.257,0.053,1.324,0.6760355020263359,133.16,121.06670778266557,1.6554404145077721,4.026,2.2950651406877323,81.29126666666667,20.087833333333336,8.013333333333334,163,123,52,69,163,107,119,4,4,43,10,0,1,297,1,1,15,7,16,37
202,1234212,1000,84,0.432,432,0.541,0.297,0.057,1.522,0.9367582398890335,136.98809523809524,115.3841919980313,1.8634259259259258,4.632,2.741272697124458,65.99046666666666,20.016976190476193,10.161904761904763,174,112,48,62,89,131,138,2,0,33,47,1,0,185,0,0,22,5,16,41
203,1234212,1000,122,0.456,456,0.533,0.316,0.072,1.389,0.7236566865579285,77.81967213114754,56.20746353705664,1.706140350877193,4.294,2.5728513365525028,81.00592786885247,19.83305737704918,6.558688524590164,171,108,90,72,136,110,123,5,6,29,41,0,1,447,1,4,38,15,28,41
204,1234212,1000,114,0.48,480,0.521,0.343,0.077,1.457,0.8415170824172259,84.78947368421052,75.30947538111744,1.79375,4.532,2.743168970369853,74.66929122807018,19.86158771929825,7.708771929824562,161,122,49,81,142,107,102,8,4,42,73,0,0,450,10,4,39,13,34,28
205,1234212,1000,115,0.439,439,0.523,0.294,0.067,1.369,0.7105202319427646,76.85217391304347,47.9394987328024,1.683371298405467,4.294,2.248902843610635,82.19151304347827,19.85780434782609,6.278260869565218,191,122,64,55,108,99,128,2,1,47,33,0,0,120,0,2,49,9,29,28
206,1234212,1000,82,0.439,439,0.546,0.31,0.05,1.361,0.7366674962287939,95.64634146341463,86.54864301978587,1.724373576309795,4.347,2.704919776998941,79.31635121951221,20.03137804878049,7.998048780487806,124,146,65,89,152,101,115,5,1,42,49,0,0,340,2,1,16,16,24,26
207,1234212,1000,87,0.403,403,0.572,0.264,0.056,1.349,0.6566574449437088,90.26436781609195,68.46669796585395,1.6476426799007444,4.122,2.394392616092858,81.04293333333337,19.996614942528737,6.917701149425287,150,123,65,80,163,86,99,3,3,44,9,0,0,207,0,2,16,9,20,42
208,1234212,1000,44,0.401,401,0.532,0.253,0.057,1.398,0.7426950922148334,184.70454545454547,139.10208474116715,1.7032418952618453,4.299,2.2894538650079848,65.49601818181821,20.55377272727273,12.690909090909091,171,125,86,88,114,113,99,5,2,44,17,0,0,168,0,1,8,6,7,23
209,1234212,1000,102,0.371,371,0.592,0.233,0.05,1.313,0.6395553142614014,72.25490196078431,40.69221785081073,1.633423180592992,4.092,2.2314873963345616,85.80421960784317,19.912774509803924,6.361568627450981,160,105,74,80,155,94,122,2,6,23,10,0,0,148,1,3,30,16,17,39
210,1234212,1000,52,0.413,413,0.541,0.277,0.054,1.382,0.7416710861291547,135.1153846153846,80.28330936946739,1.6997578692493946,4.304,2.263091690586133,70.39856923076925,20.380346153846155,10.692307692307693,164,116,83,74,130,73,103,1,2,50,19,0,0,93,0,1,8,1,8,35
211,1234212,1000,58,0.373,373,0.561,0.227,0.068,1.355,0.6862761834713486,117.3103448275862,64.8468239980935,1.6729222520107239,4.165,2.2745933702532417,74.70200000000001,20.281672413793103,10.216551724137933,165,130,72,61,117,109,144,0,4,33,18,2,0,112,0,2,5,9,15,29
212,1234212,1000,68,0.434,434,0.578,0.297,0.058,1.323,0.6623224290328691,96.69117647058823,71.8538666839819,1.6267281105990783,4.122,2.4168400857317804,79.98272941176471,20.155911764705884,8.56235294117647,147,134,52,84,177,93,119,9,5,39,12,0,0,245,0,1,19,4,17,28
213,1234212,1000,83,0.473,473,0.528,0.34,0.063,1.442,0.8053794136927017,84.3132530120482,68.54053900436058,1.7801268498942917,4.489,2.5999767306651034,72.61288433734943,20.024090361445786,8.539277108433735,161,135,70,71,120,111,100,4,8,47,32,0,0,243,1,4,24,5,26,28
214,1234212,1000,82,0.405,405,0.523,0.268,0.051,1.388,0.7010392285742646,81.63414634146342,55.63853555680104,1.6246913580246913,4.311,2.205964414944176,77.03215121951222,20.03137804878049,7.558048780487805,190,106,86,65,102,110,112,5,8,27,28,1,0,105,3,1,30,8,16,28
215,1234212,1000,50,0.457,457,0.532,0.324,0.06,1.432,0.7519148888005875,135.7,119.8055507896024,1.7702407002188183,4.56,2.6031519356349526,65.38780000000004,20.4185,11.880000000000003,170,118,64,64,141,111,132,6,6,38,44,0,0,260,0,2,13,7,6,24
216,1234212,1000,72,0.414,414,0.565,0.277,0.057,1.384,0.7566663729808534,87.04166666666667,49.560691609155114,1.7270531400966183,4.219,2.2871464754142883,75.6513777777778,20.115388888888887,9.275555555555556,151,115,69,80,123,102,98,10,4,49,35,0,1,112,3,3,22,12,17,21
217,1234212,1000,102,0.362,362,0.542,0.224,0.049,1.387,0.7079766945316772,62.333333333333336,36.40198586840282,1.638121546961326,4.15,2.2537746116237978,79.54381960784316,19.912774509803924,7.001568627450981,137,125,69,85,159,102,102,8,1,36,33,3,0,88,0,13,35,10,36,21
218,1234212,1000,66,0.441,441,0.542,0.294,0.07,1.511,0.8636428660042298,100.95454545454545,96.58320824916969,1.8299319727891157,4.6,2.7309339061939966,63.62561212121214,20.178015151515154,11.460606060606061,145,118,59,68,90,129,104,9,6,38,82,0,0,145,1,5,16,9,12,29
219,1234212,1000,65,0.429,429,0.539,0.286,0.065,1.446,0.8191971679638548,97.98461538461538,51.004522365915236,1.7365967365967365,4.472,2.501042982437527,68.8880153846154,20.18957692307692,10.153846153846155,169,122,80,69,119,96,118,2,2,27,33,0,0,83,1,0,16,9,13,27
220,1234212,1000,78,0.407,407,0.57,0.275,0.053,1.324,0.6565241808189551,72.16666666666667,57.13915013922135,1.6535626535626535,4.02,2.33572258626747,81.81177948717948,20.062397435897438,7.888205128205129,146,126,45,87,145,101,144,3,2,36,25,0,0,115,0,1,34,7,20,17
221,1234212,1000,83,0.404,404,0.533,0.259,0.061,1.395,0.7422769025101077,72.83132530120481,53.92494097993395,1.6732673267326732,4.314,2.2057660800728622,76.58908433734942,20.024090361445786,7.699277108433735,164,129,74,84,116,116,118,6,0,27,26,0,1,135,3,6,28,10,21,24
222,1234212,1000,52,0.41,410,0.566,0.277,0.057,1.351,0.6955566116427907,113.26923076923077,80.12132996145844,1.7,4.115,2.524633636787722,73.02116923076925,20.380346153846155,10.692307692307693,154,115,71,84,166,94,123,1,7,28,9,0,0,174,0,0,6,3,21,22
223,1234212,1000,75,0.459,459,0.515,0.322,0.061,1.424,0.7538063411778918,80.29333333333334,58.46771720834973,1.738562091503268,4.379,2.51462899848069,72.83126666666669,20.087833333333336,9.293333333333335,170,131,59,76,129,108,104,9,3,36,50,1,0,171,0,5,26,11,15,23
224,1234212,1000,78,0.409,409,0.549,0.266,0.068,1.338,0.6524998084290906,69.8974358974359,48.24897760138782,1.5941320293398533,3.989,2.17781518958795,80.62737948717948,20.062397435897438,7.36820512820513,163,136,70,74,131,98,112,8,8,33,27,1,0,109,2,0,28,8,24,18
225,1234212,1000,67,0.387,387,0.562,0.243,0.06,1.357,0.6953783143009279,83.40298507462687,51.562470356823326,1.6382428940568476,4.095,2.105225641113085,76.88354626865673,20.166798507462687,8.930149253731344,177,106,101,46,131,120,96,0,4,40,17,0,0,76,0,2,18,14,14,21
226,1234212,1000,84,0.374,374,0.571,0.228,0.066,1.253,0.5594559857575929,61.55952380952381,41.177996664445104,1.4866310160427807,3.868,2.0170711440105427,88.74786666666668,20.016976190476193,6.401904761904763,168,128,61,79,156,103,127,3,1,28,9,0,0,97,0,2,30,17,16,21
227,1234212,1000,87,0.446,446,0.498,0.298,0.066,1.434,0.7997774690499851,66.66666666666667,56.078694023413625,1.742152466367713,4.471,2.5567868507171263,73.85193333333336,19.996614942528737,8.357701149425287,188,132,76,67,119,104,107,10,5,38,36,0,0,189,2,0,49,9,13,16
228,1234212,1000,68,0.403,403,0.554,0.269,0.058,1.38,0.7180529228406496,82.25,52.81220196574451,1.6774193548387097,4.268,2.179948623247805,75.16052941176473,20.155911764705884,8.84235294117647,204,112,70,52,147,108,129,2,3,23,8,0,0,72,0,1,21,7,19,21
229,1234212,1000,33,0.417,417,0.563,0.285,0.056,1.354,0.681677343029677,166.33333333333334,175.52564634620356,1.709832134292566,4.317,2.6173480853719093,61.529024242424256,20.929530303030305,15.201212121212123,150,122,69,59,184,110,99,11,7,38,19,0,0,313,0,2,2,8,4,19
230,1234212,1000,55,0.449,449,0.53,0.319,0.06,1.374,0.6914651111950624,101.14545454545454,76.60985414466023,1.6971046770601337,4.514,2.7996078296790072,72.14005454545453,20.328318181818183,10.152727272727274,138,150,54,92,198,73,109,16,3,52,18,0,0,406,3,1,12,14,10,19
231,1234212,1000,55,0.491,491,0.497,0.353,0.058,1.381,0.7209986130361139,102.38181818181818,79.67627476439004,1.6619144602851323,4.433,2.565835341560327,71.54785454545454,20.328318181818183,10.232727272727274,181,127,69,101,103,117,102,4,8,29,41,1,0,177,5,2,15,8,7,25
232,1234212,1000,61,0.454,454,0.519,0.326,0.053,1.422,0.819704824921752,95.24590163934427,75.61629968654515,1.7819383259911894,4.519,2.6854494968254383,69.89445573770494,20.239614754098362,10.717377049180328,177,141,67,71,115,117,116,3,8,33,28,1,0,201,0,3,15,6,21,19
233,1234212,1000,62,0.425,425,0.539,0.285,0.058,1.41,0.7320519107276477,87.85483870967742,61.88617198565849,1.7270588235294118,4.332,2.3434538612910645,71.17803225806453,20.2265,10.171612903225807,192,135,70,57,135,83,108,1,2,37,23,0,1,64,0,0,16,5,15,26
234,1234212,1000,68,0.46,460,0.516,0.322,0.064,1.422,0.7949314435849171,81.08823529411765,56.015684592935436,1.7478260869565216,4.402,2.3639788493131655,71.60732941176472,20.155911764705884,9.68235294117647,211,114,74,63,122,102,111,4,2,42,12,0,0,91,0,0,25,7,11,25
235,1234212,1000,73,0.414,414,0.544,0.276,0.063,1.317,0.642270192364553,71.3972602739726,51.15641866448523,1.6256038647342994,4.146,2.4715752062197094,81.51269041095892,20.10595205479452,7.759452054794521,135,155,73,89,161,89,90,5,1,50,20,0,0,237,8,0,28,9,16,20
236,1234212,1000,46,0.467,467,0.522,0.325,0.067,1.438,0.8025932967574549,123.47826086956522,74.38756883361242,1.7815845824411134,4.479,2.6768561784302123,63.11498260869568,20.504760869565217,12.855652173913043,154,140,58,65,135,103,114,2,1,36,56,0,2,147,2,0,11,8,6,21
237,1234212,1000,63,0.41,410,0.558,0.258,0.065,1.459,0.8076626771121717,88.47619047619048,46.26969152416619,1.7560975609756098,4.416,2.3847314314194796,67.2924888888889,20.21380158730159,10.94920634920635,128,112,65,89,130,97,112,4,3,37,65,0,0,83,0,0,18,8,16,21
238,1234212,1000,63,0.443,443,0.566,0.311,0.056,1.345,0.6782145678175898,83.46031746031746,50.70920062937936,1.6207674943566592,4.158,2.0978646286164415,76.9368888888889,20.21380158730159,8.58920634920635,149,123,71,75,116,98,101,6,3,40,42,0,0,73,0,2,18,4,22,19
239,1234212,1000,55,0.412,412,0.554,0.276,0.061,1.385,0.7815209530140571,96.96363636363637,68.25885587203084,1.7063106796116505,4.288,2.4085381458469786,71.20945454545455,20.328318181818183,10.672727272727274,141,114,75,71,143,107,105,7,3,36,49,0,0,109,0,1,15,12,8,20
240,1476382,1000,75,0.645,645,0.379,0.533,0.07,1.588,0.9023613466898944,269.29333333333335,299.79832213599127,1.8155038759689923,4.841,2.6198700349444817,58.956866666666684,20.087833333333336,10.693333333333335,229,113,83,45,65,97,109,2,2,31,159,1,0,1353,21,26,24,15,11,25
241,1476382,1000,75,0.645,645,0.379,0.533,0.07,1.588,0.9023613466898944,262.61333333333334,274.2779074021254,1.8155038759689923,4.841,2.6198700349444817,58.956866666666684,20.087833333333336,10.693333333333335,229,113,83,45,65,97,109,2,2,31,159,1,0,1311,20,27,24,16,10,25
242,1476382,1000,233,0.595,595,0.395,0.487,0.055,1.504,0.8233978382288843,74.1030042918455,55.643929595648395,1.7563025210084033,4.665,2.45250382262699,75.24037682403436,19.639375536480685,5.916738197424893,182,112,74,31,76,108,116,5,4,36,193,0,0,255,17,28,132,19,56,26
243,1476382,1000,231,0.533,533,0.482,0.404,0.063,1.503,0.8173071638007341,74.18614718614718,63.053780235914026,1.801125703564728,4.564,2.536908354671094,75.28726060606063,19.641218614718618,6.691601731601732,198,103,81,63,90,128,138,3,3,25,78,0,1,236,14,26,134,20,57,20
244,1476382,1000,69,0.652,652,0.365,0.545,0.067,1.603,0.9074089486003541,226.59420289855072,251.24289989769323,1.852760736196319,4.9,2.675443888404315,56.51105507246379,20.145340579710144,11.517101449275362,202,104,95,42,72,90,111,2,1,30,200,1,0,1130,20,29,29,11,8,21
245,1476382,1000,218,0.538,538,0.479,0.413,0.064,1.406,0.7329147290101352,61.591743119266056,49.17263471910383,1.6598513011152416,4.387,2.3188857237906313,83.23143669724773,19.654022935779814,5.274862385321101,185,112,60,52,110,111,119,2,12,29,110,0,0,240,12,26,132,22,48,16
246,1476382,1000,156,0.556,556,0.405,0.427,0.063,1.528,0.8289849214551493,82.23076923076923,67.17064435831213,1.7787769784172662,4.82,2.5293477420078085,71.05978974358976,19.74444871794872,7.924102564102565,210,120,61,30,63,98,116,4,5,33,175,0,3,161,12,16,81,21,35,19
247,1476382,1000,220,0.528,528,0.482,0.401,0.059,1.442,0.8127951771510459,55.095454545454544,46.001234936710986,1.7178030303030303,4.398,2.374783358540311,80.22816363636365,19.651954545454544,5.898181818181818,175,101,75,46,117,105,127,4,2,23,123,0,0,198,0,31,133,19,45,23
248,1476382,1000,191,0.594,594,0.438,0.475,0.066,1.499,0.8012484009344417,64.25130890052355,54.827093140762415,1.7592592592592593,4.597,2.358514574896666,74.70546387434557,19.686185863874343,6.894240837696336,193,100,84,50,81,119,119,7,2,16,136,0,2,193,9,25,118,16,44,13
249,1476382,1000,132,0.505,505,0.481,0.366,0.063,1.469,0.7609461216144018,83.0530303030303,56.09479455052624,1.7584158415841584,4.522,2.438752960018706,74.86820606060607,19.80225757575758,6.830303030303032,174,128,71,63,112,95,118,3,7,28,99,0,0,135,3,11,42,27,32,31
250,1476382,1000,117,0.595,595,0.399,0.467,0.063,1.573,0.8733103686548099,92.21367521367522,64.61745802308072,1.8184873949579832,4.775,2.645066161743407,65.08398632478634,19.850431623931627,9.098803418803419,183,131,62,53,71,99,111,2,6,32,174,1,2,153,2,9,48,16,30,23
251,1476382,1000,96,0.543,543,0.444,0.435,0.055,1.67,1.0291258426451062,120.65625,83.56245520130936,2.103130755064457,4.928,2.8901238727777745,54.98008333333337,19.94316666666667,11.486666666666668,188,98,98,50,49,135,154,1,4,13,118,0,0,92,2,8,29,14,25,28
252,1476382,1000,163,0.598,598,0.401,0.466,0.076,1.508,0.8209360511026421,60.87116564417178,45.839563810072576,1.7391304347826086,4.595,2.400619711657804,73.03120613496935,19.730794478527606,6.93398773006135,189,95,82,52,76,112,112,4,2,24,171,0,2,157,12,24,107,13,34,9
253,1476382,1000,153,0.616,616,0.403,0.511,0.064,1.563,0.8378729020561533,67.18300653594771,50.58848946922348,1.8068181818181819,4.798,2.4403270272649933,67.97121307189545,19.75068300653595,8.09437908496732,234,90,89,44,50,117,125,3,0,19,139,0,2,146,6,10,97,17,31,8
254,1476382,1000,108,0.524,524,0.485,0.407,0.054,1.513,0.8728293074822819,84.73148148148148,64.77862680234743,1.8625954198473282,4.533,2.5878390599107974,69.43705185185188,19.88575925925926,9.023703703703704,183,106,63,48,92,119,145,6,4,26,112,0,0,121,5,9,45,13,32,18
255,1476382,1000,110,0.598,598,0.432,0.48,0.066,1.559,0.8789306002182423,88.44545454545455,71.94891955264782,1.8411371237458194,4.9,2.8930952282978866,65.71632727272731,19.87740909090909,9.316363636363636,219,104,86,42,82,102,129,3,4,25,126,0,0,113,12,14,57,17,19,17
256,1476382,1000,91,0.587,587,0.449,0.457,0.072,1.535,0.8858752733878511,104.78021978021978,77.80615560803109,1.7938671209540034,4.887,3.0587956780406236,65.82015384615386,19.971554945054947,9.435604395604395,204,103,74,55,70,116,134,2,7,24,132,0,4,105,2,7,30,11,29,21
257,1476382,1000,76,0.576,576,0.394,0.454,0.07,1.573,0.8606224491610709,131.02631578947367,88.32267004751006,1.84375,5.044,3.058768379593329,60.40393684210528,20.07913157894737,10.703157894736842,224,120,76,54,59,114,122,6,8,24,140,2,0,89,6,3,26,15,16,19
258,1476382,1000,92,0.562,562,0.432,0.425,0.067,1.584,0.8983006178334735,98.75,91.21208265213075,1.8790035587188612,4.798,2.5793789950296175,61.79599130434784,19.96563043478261,10.067826086956522,181,119,74,48,80,106,121,0,2,36,149,1,1,125,1,6,37,13,28,14
259,1476382,1000,113,0.571,571,0.44,0.434,0.074,1.499,0.812403225005908,78.79646017699115,61.421531967540204,1.7373029772329247,4.676,2.569634993535074,71.03729911504426,19.865438053097343,7.699823008849558,196,133,72,52,79,101,131,0,5,33,112,0,2,100,10,9,51,23,26,13
260,1476382,1000,117,0.556,556,0.427,0.421,0.067,1.519,0.8170917941088381,73.90598290598291,57.71192575595832,1.7571942446043165,4.694,2.4536430058180834,69.65238632478633,19.850431623931627,8.29880341880342,196,115,63,41,64,107,128,6,3,27,166,0,0,113,7,17,68,8,24,17
261,1476382,1000,102,0.54,540,0.442,0.394,0.072,1.498,0.7899341744727847,83.26470588235294,61.43463391704501,1.7333333333333334,4.517,2.323727823993163,70.15321960784317,19.912774509803924,8.721568627450981,150,130,79,47,110,99,114,5,4,18,177,0,0,125,6,11,51,7,25,19
262,1476382,1000,129,0.582,582,0.441,0.455,0.07,1.51,0.7924014134263012,66.94573643410853,60.162739257785624,1.7783505154639174,4.672,2.394246436772957,71.22078294573645,19.810996124031007,7.86077519379845,206,94,82,62,72,120,121,8,2,18,128,0,1,128,9,20,81,8,27,13
263,1476382,1000,90,0.546,546,0.436,0.41,0.065,1.511,0.8024207125940854,98.53333333333333,79.40713653906262,1.7893772893772895,4.725,2.759234495290315,67.72662222222225,19.97761111111111,8.924444444444445,147,124,48,36,105,80,102,2,2,41,213,0,0,106,3,16,53,10,12,15
264,1476382,1000,127,0.597,597,0.425,0.488,0.056,1.519,0.796014447105076,66.44094488188976,49.467344440917095,1.7571189279731994,4.711,2.396555653432651,70.33547401574805,19.817051181102364,7.8296062992126,210,93,82,43,56,124,125,6,2,16,146,0,2,117,6,8,80,14,25,8
265,1476382,1000,125,0.601,601,0.421,0.492,0.057,1.533,0.8117333305957073,67.424,50.424321750520356,1.7803660565723793,4.756,2.4377169647028345,69.02320000000003,19.823300000000003,8.040000000000001,215,92,82,44,55,124,123,5,2,15,145,0,2,115,6,8,79,13,24,9
266,1476382,1000,99,0.52,520,0.481,0.392,0.067,1.482,0.8412348066978683,78.20202020202021,48.10950887718178,1.8038461538461539,4.463,2.541383678235146,71.20527474747476,19.9275101010101,8.84040404040404,168,110,67,59,106,107,130,8,7,24,124,0,0,108,6,10,45,10,30,14
267,1476382,1000,106,0.502,502,0.475,0.365,0.069,1.451,0.762626382968751,73.34905660377359,72.56786575764397,1.6792828685258965,4.447,2.3730130635965745,74.5049283018868,19.89442452830189,7.8935849056603775,165,122,67,68,113,104,121,6,6,30,112,0,1,138,2,3,60,11,18,17
268,1476382,1000,76,0.537,537,0.423,0.405,0.067,1.557,0.8903656552226169,104.47368421052632,75.68485103308505,1.8342644320297952,4.645,2.6005720524530753,61.75753684210528,20.07913157894737,11.103157894736842,180,111,75,37,79,91,145,5,5,29,170,0,0,101,1,8,34,8,20,14
269,1476382,1000,96,0.578,578,0.425,0.463,0.054,1.579,0.9152917567639295,82.82291666666667,63.64140993221097,1.8442906574394464,4.777,2.598320803903937,62.67868333333337,19.94316666666667,9.366666666666665,176,112,67,50,63,104,117,3,1,37,183,0,0,115,2,5,50,9,22,15
270,1476382,1000,123,0.601,601,0.418,0.494,0.055,1.534,0.8079876236675907,66.91056910569105,50.32641552580631,1.7703826955074875,4.766,2.437876945212781,68.80656747967481,19.829752032520325,8.172032520325203,212,94,81,45,54,123,127,5,2,15,149,0,2,113,6,8,80,13,22,8
271,1476382,1000,97,0.576,576,0.43,0.445,0.072,1.565,0.9293949644795801,81.62886597938144,62.90007122865337,1.8229166666666667,4.795,2.8147779663767443,63.97208247422685,19.93784020618557,9.323711340206186,185,108,95,58,75,111,121,2,12,20,131,0,0,116,2,10,49,15,23,10
272,1476382,1000,81,0.564,564,0.422,0.436,0.065,1.594,0.890597552208628,100.96296296296296,64.1905812952595,1.8953900709219857,4.92,2.6805969484426413,59.45173580246916,20.038845679012347,11.018271604938272,190,104,75,54,59,107,127,3,10,39,155,0,0,90,3,4,37,8,25,11
273,1476382,1000,85,0.563,563,0.432,0.434,0.063,1.539,0.8720544707757653,92.45882352941176,64.72358474424395,1.8046181172291296,4.765,2.666416134064599,64.69442352941178,20.010029411764705,9.585882352941177,197,138,56,51,80,105,119,4,6,27,138,2,2,89,3,3,43,14,18,10
274,1476382,1000,108,0.55,550,0.452,0.395,0.08,1.471,0.7830446985964468,68.87962962962963,58.22079900602416,1.730909090909091,4.569,2.4118953128193605,72.99025185185185,19.88575925925926,7.663703703703703,180,117,61,41,99,97,132,3,7,36,149,0,0,113,1,9,59,14,26,9
275,1476382,1000,135,0.591,591,0.406,0.449,0.078,1.494,0.8049621109095757,53.88148148148148,38.986997234472526,1.72419627749577,4.537,2.308382767220376,72.92408148148151,19.79390740740741,7.402962962962963,192,96,81,50,88,105,103,7,3,24,168,0,0,142,8,19,87,10,29,9
276,1476382,1000,72,0.506,506,0.375,0.36,0.078,1.58,0.9442457307290302,100.61111111111111,114.3886595432378,1.8122529644268774,4.717,2.5672769620747973,59.06977777777777,20.115388888888887,11.315555555555555,166,70,93,58,51,102,106,3,0,16,224,0,1,150,3,4,37,7,16,12
277,1476382,1000,83,0.543,543,0.454,0.413,0.061,1.551,0.8974402487074,86.93975903614458,64.17508982587249,1.8139963167587476,4.693,2.6254049211502597,63.391484337349425,20.024090361445786,10.139277108433737,189,116,85,50,75,118,113,0,7,36,110,0,0,89,1,10,44,13,22,4
278,1476382,1000,68,0.535,535,0.437,0.403,0.065,1.572,0.86186773927326,108.67647058823529,76.52593585269955,1.897196261682243,4.835,2.6305465211624752,58.91732941176471,20.155911764705884,11.202352941176471,202,117,75,39,73,118,132,2,3,29,140,1,0,76,1,4,28,12,16,12
279,1476382,1000,76,0.582,582,0.421,0.458,0.061,1.545,0.8921743103228202,98.63157894736842,83.98791299398904,1.8178694158075601,4.85,2.9798489894623854,62.772736842105274,20.07913157894737,10.543157894736844,170,116,63,51,107,87,108,9,2,38,182,0,1,83,1,15,32,13,20,11
280,1510754,1000,203,0.528,528,0.451,0.393,0.07,1.464,0.8201853449068692,63.87192118226601,49.33511973398059,1.7272727272727273,4.595,2.459466405544097,77.98060000000002,19.67083497536946,6.650443349753695,184,120,84,70,88,116,127,7,8,30,95,0,1,198,9,19,97,27,47,32
281,1510754,1000,148,0.545,545,0.457,0.41,0.066,1.554,0.9094415869092417,86.56756756756756,85.29592067193168,1.8605504587155963,4.77,2.6838591617296164,68.50849189189191,19.761635135135137,8.222702702702703,225,125,91,58,90,100,134,5,7,35,42,0,0,150,5,10,63,30,30,25
282,1510754,1000,158,0.488,488,0.481,0.352,0.061,1.387,0.7233470812825611,67.60126582278481,72.25367932232159,1.625,4.394,2.6455177187083816,83.07074936708862,19.74042405063291,5.7316455696202535,159,155,71,78,164,95,110,16,2,29,49,3,2,159,28,40,79,25,29,25
283,1510754,1000,145,0.521,521,0.467,0.402,0.06,1.434,0.7639659678284105,77.6,65.68696926357984,1.7044145873320538,4.569,2.484197858464579,78.51860000000002,19.76856896551724,6.798620689655173,231,107,73,45,89,122,134,4,11,22,69,0,0,119,7,21,64,28,29,24
284,1510754,1000,166,0.514,514,0.459,0.392,0.057,1.4,0.7784600182411426,56.93975903614458,44.26585874626568,1.7120622568093384,4.309,2.3654849397110946,82.28054216867473,19.725295180722895,6.129638554216868,204,153,87,62,151,92,104,5,6,23,28,1,1,160,5,18,75,20,41,30
285,1510754,1000,137,0.498,498,0.469,0.367,0.066,1.447,0.8155924227210549,75.14598540145985,54.13130024638934,1.7550200803212852,4.511,2.418652310688744,77.01004087591241,19.78854379562044,6.959708029197081,222,137,72,68,115,103,97,0,7,38,21,0,0,125,2,12,66,22,22,27
286,1510754,1000,143,0.403,403,0.521,0.258,0.058,1.27,0.6075360071633615,60.69230769230769,39.202224635253515,1.5235732009925558,4.029,2.0736824732827346,92.29509790209791,19.773353146853147,5.197202797202798,162,139,75,76,155,96,114,4,4,42,10,0,1,121,5,24,58,20,37,28
